id,DeviceCode,Time,Version,Status,Battery,temperature,Humidity,Light,noise,Pressure,PM2p5,PM10,windspeed,windDirection,CO2,CO,VOC,SO2,NO2,O3,HumanFlow,CarFlow,GPSLongDeg,GPSLongMin,GPSLongSec,GPSLatDeg,GPSLatMin,GPSLatSec,UV,HCHO,HumanFLow2,HumanFlow3,HumanFlow4,CarFlow2,CarFlow3,CarFlow4,CarSpeed,CarSpeed2,CarSpeed3,CarSpeed4
5346,61510030534131,2017/10/12 11:16,1016,81A0,11,13.3,48,5409,56.81,1015,8,8,0,0,301,0,30,79,69,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,61510030534131,2017/10/12 11:11,1016,01A0,11,13.7,47,5589,54.75,1015,8,8,0,0,402,0,17,101,79,66,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5348,61510030534131,2017/10/12 11:12,1016,120,11,13.9,51,5686,54.96,1015,18,18,0,0,408,0,10,100,69,62,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5349,61510030534131,2017/10/12 11:13,1016,120,11,14.1,51,5628,55.46,1015,6,6,0,0,414,0,8,105,89,61,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5350,61510030534131,2017/10/12 11:14,1016,120,11,14.3,50,5444,54.86,1015,4,4,0,0,421,0,6,111,85,50,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5351,61510030534131,2017/10/12 11:15,1016,120,11,14.4,49,5351,54.55,1015,18,18,0,0,429,0,5,107,77,46,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5352,61510030534131,2017/10/12 11:16,1016,120,11,14.6,49,5094,55.06,1015,12,40,0,0,444,0,5,114,74,54,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5353,61510030534131,2017/10/12 11:17,1016,120,11,14.7,48,4861,54.52,1015,10,10,0,0,441,0,4,111,72,50,0,0,116,21,18,39,55,27,0,0,0,0,0,0,0,0,0,0,0,0
5354,61510030534131,2017/10/12 11:21,1016,81A0,11,15.1,45,5570,54.76,1014,18,18,0,0,301,0,3,68,268,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
